web-scraper-order,web-scraper-start-url,app,app-href,title,developer-link,developer,developer-website,faq-link,app-category,rating,reviews,image-src
"1586362647-1637","https://apps.shopify.com/browse/all?app_integration_kit=off&app_integration_pos=off&page=83&pricing=all&requirements=off&sort_by=installed","Sales Booster","https://apps.shopify.com/booster-1?surface_detail=all&surface_inter_position=83&surface_intra_position=15&surface_type=category","Sales Booster","https://apps.shopify.com/partners/shopclimb","ShopClimb","http://shopclimb.com","https://hektor.freshdesk.com/support/home","Store design","4.7 of 5 stars","(18 reviews)","https://apps.shopifycdn.com/listing_images/e3a7a5e1945922d34d3012dd620217bc/icon/bffe8d639f41422ac7fdc71e17475ef6.png?height=84&width=84"
"1586361548-1280","https://apps.shopify.com/browse/all?app_integration_kit=off&app_integration_pos=off&page=98&pricing=all&requirements=off&sort_by=installed","Droparoo Daily Deals","https://apps.shopify.com/daily-deals-1?surface_detail=all&surface_inter_position=98&surface_intra_position=12&surface_type=category","Droparoo Daily Deals","https://apps.shopify.com/partners/droparoo","Droparoo by BNS","http://droparoo.com/privacy","http://droparoo.com","Marketing","4.0 of 5 stars","(10 reviews)","https://apps.shopifycdn.com/listing_images/3fb8fce124303064e6ed7d4a459c770f/icon/864fed1582e9041742b68dde275de500.png?height=84&width=84"
"1586365549-1971","https://apps.shopify.com/browse/all?app_integration_kit=off&app_integration_pos=off&page=69&pricing=all&requirements=off&sort_by=installed","Magic Pinterest Pixel","https://apps.shopify.com/magic-pinterest-pixel?surface_detail=all&surface_inter_position=69&surface_intra_position=17&surface_type=category","Magic Pinterest Pixel","https://apps.shopify.com/partners/smart-technology","Smart Ecom Tech","http://smartecomtech.com/","http://smartecomtech.com/magic-pinterest-pixel-faq/","Marketing","4.8 of 5 stars","(24 reviews)","https://apps.shopifycdn.com/listing_images/4c8478beb7ec183ec47d828511660417/icon/7392f451030cee9141cfef19b360ef1e.png?height=84&width=84"
"1586368329-3245","https://apps.shopify.com/browse/all?app_integration_kit=off&app_integration_pos=off&page=16&pricing=all&requirements=off&sort_by=installed","Instagram Shopping Gallery Pro","https://apps.shopify.com/instagram-shopping-gallery-pro?surface_detail=all&surface_inter_position=16&surface_intra_position=15&surface_type=category","Instagram Shopping Gallery Pro","https://apps.shopify.com/partners/ets-soft","ETS-Soft","null","https://insta-app.etssoft.net/privacy-policy","Store design","4.1 of 5 stars","(15 reviews)","https://apps.shopifycdn.com/listing_images/0ad28db4a9059838139dc479622d557f/icon/a75993ac18dfc250da93b69300c9ef62.png?height=84&width=84"
"1586366150-2248","https://apps.shopify.com/browse/all?app_integration_kit=off&app_integration_pos=off&page=58&pricing=all&requirements=off&sort_by=installed","Powerful Announcement Bar","https://apps.shopify.com/powerful-announcement-bar?surface_detail=all&surface_inter_position=58&surface_intra_position=4&surface_type=category","Powerful Announcement Bar","https://apps.shopify.com/partners/ai-first","pushdaddy.com","null","https://way2enjoy.com/privacy1.html","Store design","4.6 of 5 stars","(23 reviews)","https://apps.shopifycdn.com/listing_images/fd1e6fd12ef1a51cc0260eb035d8317c/icon/8aae4adf2d984ec11630524a218e0ccc.jpg?height=84&quality=90&width=84"
"1586361659-1332","https://apps.shopify.com/browse/all?app_integration_kit=off&app_integration_pos=off&page=96&pricing=all&requirements=off&sort_by=installed","Beacon","https://apps.shopify.com/beacon?surface_detail=all&surface_inter_position=96&surface_intra_position=8&surface_type=category","Beacon","https://apps.shopify.com/partners/lizuna-g-k","Lizuna","https://lizuna.com/","https://lizuna.com/faq","Store design","5.0 of 5 stars","(3 reviews)","https://apps.shopifycdn.com/listing_images/d325b07ff08af84e4aba9fd1169399aa/icon/7ea15df6815a65c3dd6d227b9ec171ec.png?height=84&width=84"
"1586366987-2631","https://apps.shopify.com/browse/all?app_integration_kit=off&app_integration_pos=off&page=42&pricing=all&requirements=off&sort_by=installed","Fire AMP","https://apps.shopify.com/amp?surface_detail=all&surface_inter_position=42&surface_intra_position=5&surface_type=category","Fire AMP","https://apps.shopify.com/partners/webloudspeaker-private-limited","MLVeda","https://www.mlveda.com","https://www.mlveda.com/accelerated-mobile-pages.html","Store design","4.6 of 5 stars","(135 reviews)","https://apps.shopifycdn.com/listing_images/7c6742f845a34afe657bd051b0dd037a/icon/1054dea7853a65a6905753c0548d264e.jpg?height=84&quality=90&width=84"
"1586361775-1386","https://apps.shopify.com/browse/all?app_integration_kit=off&app_integration_pos=off&page=94&pricing=all&requirements=off&sort_by=installed","Fastify","https://apps.shopify.com/fastify?surface_detail=all&surface_inter_position=94&surface_intra_position=2&surface_type=category","Fastify","https://apps.shopify.com/partners/pandicorn-app","Pandicorn App","https://pandicorn.app","https://faster.pandicorn.app/how-it-works","Store design","5.0 of 5 stars","(3 reviews)","https://apps.shopifycdn.com/listing_images/031116e6bef2866dfccf2349ddb82858/icon/00c50ae90670c20e60bd37979dfbe20d.png?height=84&width=84"
"1586365669-2026","https://apps.shopify.com/browse/all?app_integration_kit=off&app_integration_pos=off&page=67&pricing=all&requirements=off&sort_by=installed","TokShop: Shoppable TikTok Feed","https://apps.shopify.com/tokshop?surface_detail=all&surface_inter_position=67&surface_intra_position=10&surface_type=category","TokShop: Shoppable TikTok Feed","https://apps.shopify.com/partners/tokshop","TokShop","https://tokshop.com","https://www.tokshop.com/faq","Places to sell","3.0 of 5 stars","(2 reviews)","https://apps.shopifycdn.com/listing_images/0834c061fca3c7fbc30cd4e5c18f817f/icon/1767c004e9bb6550bda2e0c62c610c26.png?height=84&width=84"
"1586366220-2279","https://apps.shopify.com/browse/all?app_integration_kit=off&app_integration_pos=off&page=56&pricing=all&requirements=off&sort_by=installed","Whiplash Fulfillment","https://apps.shopify.com/whiplash-fulfillment?surface_detail=all&surface_inter_position=56&surface_intra_position=21&surface_type=category","Whiplash Fulfillment","https://apps.shopify.com/partners/whiplash","Whiplash","https://getwhiplash.com/","http://docs.getwhiplash.com/","Orders and shipping","4.4 of 5 stars","(65 reviews)","https://apps.shopifycdn.com/listing_images/4d0f578e04332f0d2caf9f54a3a52d76/icon/2d1b9c4546fe3d30d41b12695876b36e.png?height=84&width=84"
"1586366897-2589","https://apps.shopify.com/browse/all?app_integration_kit=off&app_integration_pos=off&page=43&pricing=all&requirements=off&sort_by=installed","Delivery Rates by Zip Code","https://apps.shopify.com/delivery-rates-by-zipcode?surface_detail=all&surface_inter_position=43&surface_intra_position=23&surface_type=category","Delivery Rates by Zip Code","https://apps.shopify.com/partners/shopifyextras","Zapiet","https://www.zapiet.com/shopify/delivery-rates-zip-code","https://www.zapiet.com/shopify/delivery-rates-zip-code","Orders and shipping","4.7 of 5 stars","(3 reviews)","https://apps.shopifycdn.com/listing_images/7f89a3cb0621242292ef745da7c1f96a/icon/7260d4ae00e4f263da9b5855a7a2a1e5.jpg?height=84&quality=90&width=84"
"1586366655-2479","https://apps.shopify.com/browse/all?app_integration_kit=off&app_integration_pos=off&page=48&pricing=all&requirements=off&sort_by=installed","Geo Targeting ‑ Custom Pop‑Ups","https://apps.shopify.com/geo-targeting?surface_detail=all&surface_inter_position=48&surface_intra_position=13&surface_type=category","Geo Targeting ‑ Custom Pop‑Ups","https://apps.shopify.com/partners/simtechdev","Simtech Development Ltd.","https://www.simtechdev.com/privacy-policy.html","https://plugins.simtechdev.com/","Store design","4.5 of 5 stars","(23 reviews)","https://apps.shopifycdn.com/listing_images/ced56562c451c6cd91d0e7d800c74ef3/icon/f32506429d12716b683f36b2b933907c.png?height=84&width=84"
"1586366854-2570","https://apps.shopify.com/browse/all?app_integration_kit=off&app_integration_pos=off&page=44&pricing=all&requirements=off&sort_by=installed","YouTube + Vimeo Videos Gallery","https://apps.shopify.com/cozy-video-gallery?surface_detail=all&surface_inter_position=44&surface_intra_position=18&surface_type=category","YouTube + Vimeo Videos Gallery","https://apps.shopify.com/partners/ecommerce-addons","Cozy eCommerce Addons","https://addons.business","https://blog.addons.business/category/cozy-videos-gallery/","Store design","4.9 of 5 stars","(61 reviews)","https://apps.shopifycdn.com/listing_images/d0f330950ed40f544ddf6e4658a460ea/icon/9c74da3b92ddf36cc8b3cd5b5465c8d3.jpg?height=84&quality=90&width=84"
"1586368610-3375","https://apps.shopify.com/browse/all?app_integration_kit=off&app_integration_pos=off&page=11&pricing=all&requirements=off&sort_by=installed","Sumo: Boost Conversion & Sales","https://apps.shopify.com/sumome?surface_detail=all&surface_inter_position=11&surface_intra_position=5&surface_type=category","Sumo: Boost Conversion & Sales","https://apps.shopify.com/partners/sumome","Sumo","https://sumo.com","https://help.sumo.com","Store design","4.3 of 5 stars","(217 reviews)","https://apps.shopifycdn.com/listing_images/e81a1d6ae2c35f071194187ac9362587/icon/ff2a40607e598e223f14665924901a8e.jpg?height=84&quality=90&width=84"
"1586368699-3416","https://apps.shopify.com/browse/all?app_integration_kit=off&app_integration_pos=off&page=9&pricing=all&requirements=off&sort_by=installed","Marsello: Email, SMS & Loyalty","https://apps.shopify.com/marsello?surface_detail=all&surface_inter_position=9&surface_intra_position=12&surface_type=category","Marsello: Email, SMS & Loyalty","https://apps.shopify.com/partners/recovermycart","Marsello","http://marsello.com/shopify?utm_source=shopify&utm_medium=store","http://help.marsello.com/marsello-faqs-and-troubleshooting#marsello-faqs","Marketing","4.8 of 5 stars","(281 reviews)","https://apps.shopifycdn.com/listing_images/01610b7070e1a444e4229cbef477e025/icon/573fd08d59e91ed2680ee1e390f76802.png?height=84&width=84"
"1586365841-2106","https://apps.shopify.com/browse/all?app_integration_kit=off&app_integration_pos=off&page=64&pricing=all&requirements=off&sort_by=installed","Like2Have.it","https://apps.shopify.com/like2have-it?surface_detail=all&surface_inter_position=64&surface_intra_position=2&surface_type=category","Like2Have.it","https://apps.shopify.com/partners/rounders","Rounders","https://like2have.it","https://like2haveit.zendesk.com/hc/en-us/sections/200567878-FAQ","Store design","5.0 of 5 stars","(32 reviews)","https://apps.shopifycdn.com/listing_images/75af3343fdd9ae14b160973ddc415167/icon/38c0ac30466c530e1e7844d02f519e17.png?height=84&width=84"
"1586362176-1571","https://apps.shopify.com/browse/all?app_integration_kit=off&app_integration_pos=off&page=86&pricing=all&requirements=off&sort_by=installed","Powerful Countdown Timer","https://apps.shopify.com/powerful-countdown-timer?surface_detail=all&surface_inter_position=86&surface_intra_position=9&surface_type=category","Powerful Countdown Timer","https://apps.shopify.com/partners/ai-first","pushdaddy.com","null","https://way2enjoy.com/privacy1.html","Store design","4.6 of 5 stars","(9 reviews)","https://apps.shopifycdn.com/listing_images/18349c687b6383cbdf5f4c51175cf055/icon/e88cc1da05fa433251d7ee38700ed29f.png?height=84&width=84"
"1586365447-1935","https://apps.shopify.com/browse/all?app_integration_kit=off&app_integration_pos=off&page=71&pricing=all&requirements=off&sort_by=installed","Putler","https://apps.shopify.com/putler?surface_detail=all&surface_inter_position=71&surface_intra_position=5&surface_type=category","Putler","https://apps.shopify.com/partners/putler","Putler","https://www.putler.com/","https://www.putler.com/documentation/","Sales and conversion optimization","5.0 of 5 stars","(1 review)","https://apps.shopifycdn.com/listing_images/025a540d5040888213444858b2954cb0/icon/0fcc162930c3c2e04aa89892778f41aa.jpg?height=84&quality=90&width=84"
"1586367624-2925","https://apps.shopify.com/browse/all?app_integration_kit=off&app_integration_pos=off&page=29&pricing=all&requirements=off&sort_by=installed","SaveMySales SMS Marketing","https://apps.shopify.com/personalized-sms-marketing?surface_detail=all&surface_inter_position=29&surface_intra_position=23&surface_type=category","SaveMySales SMS Marketing","https://apps.shopify.com/partners/fortified-bicycle","SaveMySales, Inc.","https://savemysales.co/terms-of-service/","http://www.savemysales.co","Marketing","4.9 of 5 stars","(144 reviews)","https://apps.shopifycdn.com/listing_images/b8a9afcca54c9999a80f4299b8e39889/icon/36317c49a39c447305599698c4b2d4d7.png?height=84&width=84"
"1586367281-2767","https://apps.shopify.com/browse/all?app_integration_kit=off&app_integration_pos=off&page=36&pricing=all&requirements=off&sort_by=installed","REVIEWS.io: Product & Photo","https://apps.shopify.com/reviews-co-uk-product-and-merchant-review-collection?surface_detail=all&surface_inter_position=36&surface_intra_position=13&surface_type=category","REVIEWS.io: Product & Photo","https://apps.shopify.com/partners/reviewsshopifyapp","Reviews.io","https://www.reviews.io/business-solutions?utm_source=shopify&utm_medium=referral&utm_campaign=apps-modules&utm_content=business-solutions","https://www.reviews.io/front/termsconditions?utm_source=shopify&utm_medium=referral&utm_campaign=apps-modules&utm_content=terms-conditions","Store design","4.3 of 5 stars","(30 reviews)","https://apps.shopifycdn.com/listing_images/44cb5bd17e364d5ee92d03477c740756/icon/b0c7d7b3ced3b612e7548b08ba9b034e.png?height=84&width=84"
"1586363179-1692","https://apps.shopify.com/browse/all?app_integration_kit=off&app_integration_pos=off&page=81&pricing=all&requirements=off&sort_by=installed","Delivery Date By Omega","https://apps.shopify.com/delivery-date-omega?surface_detail=all&surface_inter_position=81&surface_intra_position=8&surface_type=category","Delivery Date By Omega","https://apps.shopify.com/partners/omegaapps","Omega","https://www.omegatheme.com/privacy-policy-app","https://www.omegatheme.com","Orders and shipping","4.5 of 5 stars","(21 reviews)","https://apps.shopifycdn.com/listing_images/32acb355119836c1d4cf245b88ab534c/icon/3fa2021a76359a9cc6cd8ef7ed432664.png?height=84&width=84"
"1586367714-2967","https://apps.shopify.com/browse/all?app_integration_kit=off&app_integration_pos=off&page=28&pricing=all&requirements=off&sort_by=installed","Simple Discount Code Generator","https://apps.shopify.com/discount-code-generator?surface_detail=all&surface_inter_position=28&surface_intra_position=5&surface_type=category","Simple Discount Code Generator","https://apps.shopify.com/partners/felixd","FelixD","null","https://discount-code-generator-fx.herokuapp.com/info","Marketing","5.0 of 5 stars","(11 reviews)","https://apps.shopifycdn.com/listing_images/7ea249eaa1f866c805fb5ad893fd5eb7/icon/b40ef80672994e82a1a4d0cf402ba479.png?height=84&width=84"
"1586368436-3295","https://apps.shopify.com/browse/all?app_integration_kit=off&app_integration_pos=off&page=14&pricing=all&requirements=off&sort_by=installed","Best Custom Product Options","https://apps.shopify.com/best-custom-product-options?surface_detail=all&surface_inter_position=14&surface_intra_position=13&surface_type=category","Best Custom Product Options","https://apps.shopify.com/partners/relentless-apps","Relentless Apps","https://www.relentlessapps.com","https://www.relentlessapps.com/kbtopic/bcpo/","Store design","4.8 of 5 stars","(233 reviews)","https://apps.shopifycdn.com/listing_images/87de98472933292768e9633a005e80a8/icon/5f4fe405f6adf42263ea4cd418f6156f.png?height=84&width=84"
