web-scraper-order,web-scraper-start-url,app,app-href,title,developer-link,developer,developer-website,faq-link,app-category,rating,reviews,image-src
"1586368474-3312","https://apps.shopify.com/browse/all?app_integration_kit=off&app_integration_pos=off&page=13&pricing=all&requirements=off&sort_by=installed","Xporter Data Export Tool","https://apps.shopify.com/xporter-by-eshop-admin?surface_detail=all&surface_inter_position=13&surface_intra_position=20&surface_type=category","Xporter Data Export Tool","https://apps.shopify.com/partners/modd-apps-inc","Modd Apps Inc.","https://exports.eshopadmin.com","https://exports.eshopadmin.com/faq","Inventory management","4.9 of 5 stars","(232 reviews)","https://apps.shopifycdn.com/listing_images/39b085bfdc4d5e4a8756bc9472ee76fa/icon/cf3c390f778f5c0a84f3ad8f993456e1.png?height=84&width=84"
"1586367808-3010","https://apps.shopify.com/browse/all?app_integration_kit=off&app_integration_pos=off&page=26&pricing=all&requirements=off&sort_by=installed","MagicPass Wholesale","https://apps.shopify.com/password-protected-pages?surface_detail=all&surface_inter_position=26&surface_intra_position=10&surface_type=category","MagicPass Wholesale","https://apps.shopify.com/partners/upsell","Impress","http://passwordprotectedpages.upsell-apps.com/help/privacy","https://impress.store","Store design","4.3 of 5 stars","(52 reviews)","https://apps.shopifycdn.com/listing_images/384d77b748070f283c58a8f6c68cbc52/icon/89785a57cd0c68205eb4edea842460a8.png?height=84&width=84"
"1586361639-1322","https://apps.shopify.com/browse/all?app_integration_kit=off&app_integration_pos=off&page=96&pricing=all&requirements=off&sort_by=installed","TRACKIT: Know your conversions","https://apps.shopify.com/google-ads-tracking?surface_detail=all&surface_inter_position=96&surface_intra_position=18&surface_type=category","TRACKIT: Know your conversions","https://apps.shopify.com/partners/stronkman-holding-bv","SalesForReal","https://www.salesforreal.com/privacy-policy/","https://www.salesforreal.com","Sales and conversion optimization","null","null","https://apps.shopifycdn.com/listing_images/e6ee8946123157d1476f212a37be4ab3/icon/84b884461c7fbc74cc8e9221d2cd9329.jpg?height=84&quality=90&width=84"
"1586365494-1946","https://apps.shopify.com/browse/all?app_integration_kit=off&app_integration_pos=off&page=70&pricing=all&requirements=off&sort_by=installed","Customer Segment Builder","https://apps.shopify.com/customer-segment-builder?surface_detail=all&surface_inter_position=70&surface_intra_position=18&surface_type=category","Customer Segment Builder","https://apps.shopify.com/partners/rareio","Coherent Path Inc.","null","https://rarelogic.zendesk.com/hc/en-us/articles/360000364312-Welcome-to-the-Customer-Segment-Builder","Marketing","4.2 of 5 stars","(5 reviews)","https://apps.shopifycdn.com/listing_images/31677544d7f1cdb07deda9614b6f7bbb/icon/2e2052be478934b271be4b4c08baca03.jpg?height=84&quality=90&width=84"
"1586367846-3027","https://apps.shopify.com/browse/all?app_integration_kit=off&app_integration_pos=off&page=25&pricing=all&requirements=off&sort_by=installed","Free Exit Pop Ups, Email Popup","https://apps.shopify.com/poptin?surface_detail=all&surface_inter_position=25&surface_intra_position=17&surface_type=category","Free Exit Pop Ups, Email Popup","https://apps.shopify.com/partners/poptin","Poptin","https://www.poptin.com/","http://help.poptin.com/","Store design","4.7 of 5 stars","(47 reviews)","https://apps.shopifycdn.com/listing_images/0f20b8f5f23dd7825b266e183a2ffd44/icon/91ecbb7660721adf4e310f41d34f16b7.png?height=84&width=84"
"1586366386-2355","https://apps.shopify.com/browse/all?app_integration_kit=off&app_integration_pos=off&page=53&pricing=all&requirements=off&sort_by=installed","Page Builder & PRO page editor","https://apps.shopify.com/cms-pro-landing-page-builder?surface_detail=all&surface_inter_position=53&surface_intra_position=17&surface_type=category","Page Builder & PRO page editor","https://apps.shopify.com/partners/gravity-software-ltd","Gravity Software","null","https://gravity-software.com/privacypolicy","Store design","4.8 of 5 stars","(18 reviews)","https://apps.shopifycdn.com/listing_images/1c13bf408dbec3670c56e22fa8a0b63c/icon/00d5e6ed05a93bb8779301b333cc3e0a.jpg?height=84&quality=90&width=84"
"1586369033-3566","https://apps.shopify.com/browse/all?app_integration_kit=off&app_integration_pos=off&page=3&pricing=all&requirements=off&sort_by=installed","Fraud Filter","https://apps.shopify.com/fraud-filter?surface_detail=all&surface_inter_position=3&surface_intra_position=6&surface_type=category","Fraud Filter","https://apps.shopify.com/partners/shopify","Shopify","https://www.shopify.com/legal/privacy","https://help.shopify.com/manual/apps/apps-by-shopify/fraud-filter","Orders and shipping","3.2 of 5 stars","(139 reviews)","https://apps.shopifycdn.com/listing_images/8f1af6f76d5f91c40b0943bc757a0da1/icon/90b5079ad1ba7d4cac0f3d37f82e7859.jpg?height=84&quality=90&width=84"
"1586367533-2883","https://apps.shopify.com/browse/all?app_integration_kit=off&app_integration_pos=off&page=31&pricing=all&requirements=off&sort_by=installed","Widgetic (Video Player)","https://apps.shopify.com/video-player-by-widgetic?surface_detail=all&surface_inter_position=31&surface_intra_position=17&surface_type=category","Widgetic (Video Player)","https://apps.shopify.com/partners/widgetic","Widgetic","https://widgetic.com/","https://help.widgetic.com/integrations/Shopify/how-to-embed","Store design","4.7 of 5 stars","(9 reviews)","https://apps.shopifycdn.com/listing_images/09368a13558bd4d4ebcf474e0b01e7d3/icon/1a4309fec094a43f5ae043d40d0c8c12.png?height=84&width=84"
"1586362734-1648","https://apps.shopify.com/browse/all?app_integration_kit=off&app_integration_pos=off&page=83&pricing=all&requirements=off&sort_by=installed","Szamlazz.hu","https://apps.shopify.com/szamlazz-hu?surface_detail=all&surface_inter_position=83&surface_intra_position=4&surface_type=category","Szamlazz.hu","https://apps.shopify.com/partners/northbaytrade","ONE Advisory Group Ltd.","null","null","Orders and shipping","2.3 of 5 stars","(6 reviews)","https://apps.shopifycdn.com/listing_images/65e5e6b07db56ee55c91e7fd9d29ba2d/icon/363ac2019a464e5ebd518fbb4eff0859.jpg?height=84&quality=90&width=84"
"1586365536-1965","https://apps.shopify.com/browse/all?app_integration_kit=off&app_integration_pos=off&page=69&pricing=all&requirements=off&sort_by=installed","AAA ‑ Affiliate Marketing PRO","https://apps.shopify.com/affiliate?surface_detail=all&surface_inter_position=69&surface_intra_position=23&surface_type=category","AAA ‑ Affiliate Marketing PRO","https://apps.shopify.com/partners/aaawebstore","AAAeCommerce Inc","https://www.aaaecommerce.com/pages/privacy-policy","https://www.aaaecommerce.com","Marketing","3.5 of 5 stars","(34 reviews)","https://apps.shopifycdn.com/listing_images/b40df7fe45d61bc27de4de04cf83cbae/icon/a9254e3723c0c60e3bc7093d077aa587.png?height=84&width=84"
"1586367502-2869","https://apps.shopify.com/browse/all?app_integration_kit=off&app_integration_pos=off&page=32&pricing=all&requirements=off&sort_by=installed","Coming Soon Products Preorders","https://apps.shopify.com/coming-soon-products?surface_detail=all&surface_inter_position=32&surface_intra_position=7&surface_type=category","Coming Soon Products Preorders","https://apps.shopify.com/partners/gravity-software-ltd","Gravity Software","https://gravity-software.com/privacypolicy","https://gravity-software.com/contact","Store design","4.7 of 5 stars","(34 reviews)","https://apps.shopifycdn.com/listing_images/d2bc4eb7fd2a8a81ce99a562d40eef60/icon/eb3bfc33dd71186174999e5016076013.jpg?height=84&quality=90&width=84"
"1586361517-1266","https://apps.shopify.com/browse/all?app_integration_kit=off&app_integration_pos=off&page=99&pricing=all&requirements=off&sort_by=installed","Peek Mode","https://apps.shopify.com/peek-mode?surface_detail=all&surface_inter_position=99&surface_intra_position=2&surface_type=category","Peek Mode","https://apps.shopify.com/partners/no-name49","Vellir","https://vellir.tech/peek-mode-privacy-policy","https://vellir.tech","Store design","5.0 of 5 stars","(1 review)","https://apps.shopifycdn.com/listing_images/5e0e08e823b341c6c38b2e43310f8a45/icon/e11dd8e9588747169a478fda5726a89d.png?height=84&width=84"
"1586366732-2514","https://apps.shopify.com/browse/all?app_integration_kit=off&app_integration_pos=off&page=47&pricing=all&requirements=off&sort_by=installed","Sell To TJX Canada","https://apps.shopify.com/sell-to-tjx-canada?surface_detail=all&surface_inter_position=47&surface_intra_position=2&surface_type=category","Sell To TJX Canada","https://apps.shopify.com/partners/the-tjx-companies-inc","The TJX Companies, Inc","null","https://sttprod.tjx.com/docs/TJX_Canada-Shopify_Terms_of_Use.pdf","Places to sell","5.0 of 5 stars","(4 reviews)","https://apps.shopifycdn.com/listing_images/c793296296938287d49f87e9655f5245/icon/5533486f70b32405825484ce3a0126a9.jpg?height=84&quality=90&width=84"
"1586366976-2626","https://apps.shopify.com/browse/all?app_integration_kit=off&app_integration_pos=off&page=42&pricing=all&requirements=off&sort_by=installed","Free Survey, Feedback & Polls","https://apps.shopify.com/post-purchase-survey?surface_detail=all&surface_inter_position=42&surface_intra_position=10&surface_type=category","Free Survey, Feedback & Polls","https://apps.shopify.com/partners/hulk-code","HulkApps.com","https://www.hulkapps.com/blogs/post-purchase-survey/utm_source=appstore&utm_medium=listing&utm_campaign=websiteURL","https://www.hulkapps.com/blogs/post-purchase-survey/faq-and-troubleshooting/?utm_source=appstore&utm_medium=listing&utm_campaign=faq","Marketing","5.0 of 5 stars","(22 reviews)","https://apps.shopifycdn.com/listing_images/6858f2187961ded5e5552f71382db731/icon/4f52a90285b3237597e854c4af561502.jpg?height=84&quality=90&width=84"
"1586366349-2338","https://apps.shopify.com/browse/all?app_integration_kit=off&app_integration_pos=off&page=54&pricing=all&requirements=off&sort_by=installed","XO Scroll to Top","https://apps.shopify.com/xo-scroll-to-top?surface_detail=all&surface_inter_position=54&surface_intra_position=10&surface_type=category","XO Scroll to Top","https://apps.shopify.com/partners/xopify1","Xopify","https://xopify.com/privacy-policy","https://xopify.com/","Store design","4.3 of 5 stars","(6 reviews)","https://apps.shopifycdn.com/listing_images/54e5c02b1abe536fc98499cbd4ff51b9/icon/bca6605a79b0e7755c7ce47239fac7b5.jpg?height=84&quality=90&width=84"
"1586364235-1799","https://apps.shopify.com/browse/all?app_integration_kit=off&app_integration_pos=off&page=76&pricing=all&requirements=off&sort_by=installed","Kartify","https://apps.shopify.com/kartify?surface_detail=all&surface_inter_position=76&surface_intra_position=21&surface_type=category","Kartify","https://apps.shopify.com/partners/resquared","LaunchTip","https://www.launchtip.com","https://www.launchtip.com/knowledge-base","Store design","4.7 of 5 stars","(14 reviews)","https://apps.shopifycdn.com/listing_images/3fa96125587945d13a22f562772805f9/icon/cf8a7fd2109e0ba719040cba487a31ed.png?height=84&width=84"
"1586363277-1707","https://apps.shopify.com/browse/all?app_integration_kit=off&app_integration_pos=off&page=80&pricing=all&requirements=off&sort_by=installed","Reconcile.ly for Xero","https://apps.shopify.com/reconcilely?surface_detail=all&surface_inter_position=80&surface_intra_position=17&surface_type=category","Reconcile.ly for Xero","https://apps.shopify.com/partners/reconcilely-ltd","Reconcilely Ltd","https://reconcile.ly","https://help.reconcile.ly","Finances","5.0 of 5 stars","(8 reviews)","https://apps.shopifycdn.com/listing_images/673f78f362cbe67e0454f68757da4045/icon/0a3b2362dfd4b75491a30268c744b0e0.png?height=84&width=84"
"1586367177-2719","https://apps.shopify.com/browse/all?app_integration_kit=off&app_integration_pos=off&page=38&pricing=all&requirements=off&sort_by=installed","ShipMonk | Order Fulfillment","https://apps.shopify.com/shipmonk?surface_detail=all&surface_inter_position=38&surface_intra_position=13&surface_type=category","ShipMonk | Order Fulfillment","https://apps.shopify.com/partners/developer-1414b4c18d0def6b","ShipMonk","null","https://support.shipmonk.com/","Orders and shipping","4.2 of 5 stars","(32 reviews)","https://apps.shopifycdn.com/listing_images/f27941f49fb377a0460063af446a50c7/icon/f6b562f82d3ba29d764f47372f92cb46.jpg?height=84&quality=90&width=84"
"1586362419-1610","https://apps.shopify.com/browse/all?app_integration_kit=off&app_integration_pos=off&page=84&pricing=all&requirements=off&sort_by=installed","Quaderno ‑ Taxes Automation","https://apps.shopify.com/quaderno?surface_detail=all&surface_inter_position=84&surface_intra_position=18&surface_type=category","Quaderno ‑ Taxes Automation","https://apps.shopify.com/partners/recrea","Quaderno","https://quaderno.io/privacy/?utm_source=shopify&utm_campaign=marketplace","https://quaderno.io/integrations/shopify/?utm_source=shopify&utm_campaign=marketplace","Finances","5.0 of 5 stars","(4 reviews)","https://apps.shopifycdn.com/listing_images/f1f21be4900a3e10b2ff58b63d45b2b3/icon/c05caf6d0bfc3bcca64e4aafa444bcc2.png?height=84&width=84"
"1586368963-3535","https://apps.shopify.com/browse/all?app_integration_kit=off&app_integration_pos=off&page=4&pricing=all&requirements=off&sort_by=installed","Dianxiaomi","https://apps.shopify.com/dianxiaomi?surface_detail=all&surface_inter_position=4&surface_intra_position=13&surface_type=category","Dianxiaomi","https://apps.shopify.com/partners/dianxiaomi","dianxiaomi","https://www.dianxiaomi.com/","http://help.dianxiaomi.com/help/index.htm","Orders and shipping","4.8 of 5 stars","(10 reviews)","https://apps.shopifycdn.com/listing_images/46c00539e15a1adade55cc16b6dfbd24/icon/809a20129e295ea55652f6af83921079.png?height=84&width=84"
"1586368124-3150","https://apps.shopify.com/browse/all?app_integration_kit=off&app_integration_pos=off&page=20&pricing=all&requirements=off&sort_by=installed","MIIUT ‑ Unlimited Dropshipping","https://apps.shopify.com/miiut?surface_detail=all&surface_inter_position=20&surface_intra_position=14&surface_type=category","MIIUT ‑ Unlimited Dropshipping","https://apps.shopify.com/partners/miiut-ltd","MIIUT LTD","https://www.m.miiut.com/","https://www.m.miiut.com/support","Finding and adding products","4.7 of 5 stars","(73 reviews)","https://apps.shopifycdn.com/listing_images/49d293648c11e3f01467fc592f0202e2/icon/c421c026a77834efd3d5c91c0875b404.png?height=84&width=84"
"1586367622-2924","https://apps.shopify.com/browse/all?app_integration_kit=off&app_integration_pos=off&page=29&pricing=all&requirements=off&sort_by=installed","Contact Us Form ‑ Contact Form","https://apps.shopify.com/beapp-contact-form?surface_detail=all&surface_inter_position=29&surface_intra_position=24&surface_type=category","Contact Us Form ‑ Contact Form","https://apps.shopify.com/partners/green-app","BeeApp","null","https://beeapp.com/policy.html","Customer support","5.0 of 5 stars","(1 review)","https://apps.shopifycdn.com/listing_images/42e3b2168464f5e4d0ffa7b74cebffd3/icon/94dca337f342aeedda838c7c15f11e04.png?height=84&width=84"
"1586361746-1372","https://apps.shopify.com/browse/all?app_integration_kit=off&app_integration_pos=off&page=94&pricing=all&requirements=off&sort_by=installed","Order Delivery Date Picker","https://apps.shopify.com/spice-order-delivery-date?surface_detail=all&surface_inter_position=94&surface_intra_position=16&surface_type=category","Order Delivery Date Picker","https://apps.shopify.com/partners/developer-9bead642a73db7a9","Spice Gems","null","https://spicegems.com","Orders and shipping","5.0 of 5 stars","(5 reviews)","https://apps.shopifycdn.com/listing_images/a07ea8feb91f953ef6b0851c497e27ab/icon/8ba56a86879f63ae7ec5ba7cbc2fee94.png?height=84&width=84"
"1586366927-2603","https://apps.shopify.com/browse/all?app_integration_kit=off&app_integration_pos=off&page=43&pricing=all&requirements=off&sort_by=installed","Simple Bulk Price Editor","https://apps.shopify.com/simple-bulk-price-editor-scheduler?surface_detail=all&surface_inter_position=43&surface_intra_position=9&surface_type=category","Simple Bulk Price Editor","https://apps.shopify.com/partners/fully-loaded-apps","Fully Loaded Apps","null","https://www.fullyloadedapps.com/shopify/bulkprice/support","Inventory management","4.5 of 5 stars","(20 reviews)","https://apps.shopifycdn.com/listing_images/06cb3b7e10ffd701dbe60eb2912612d9/icon/2cad229b24dd04bc0e845c615b34c4fa.png?height=84&width=84"
"1586368814-3467","https://apps.shopify.com/browse/all?app_integration_kit=off&app_integration_pos=off&page=7&pricing=all&requirements=off&sort_by=installed","Stocky","https://apps.shopify.com/stocky?surface_detail=all&surface_inter_position=7&surface_intra_position=9&surface_type=category","Stocky","https://apps.shopify.com/partners/shopify","Shopify","https://www.shopify.com/legal/privacy","https://stocky.readme.io/docs/frequently-asked-questions","Inventory management","4.7 of 5 stars","(140 reviews)","https://apps.shopifycdn.com/listing_images/2c3e75a5cc00f53379485a2d0455d265/icon/a3e5b065eb3af5cd4bad260ce461fd66.png?height=84&width=84"
"1586368155-3164","https://apps.shopify.com/browse/all?app_integration_kit=off&app_integration_pos=off&page=19&pricing=all&requirements=off&sort_by=installed","Hide PayPal in Cart","https://apps.shopify.com/hide-paypal-in-cart?surface_detail=all&surface_inter_position=19&surface_intra_position=24&surface_type=category","Hide PayPal in Cart","https://apps.shopify.com/partners/inscoder","InsCoder Limited","null","https://inscoder.com/","Store design","4.7 of 5 stars","(155 reviews)","https://apps.shopifycdn.com/listing_images/98c65ca6ec8260881d49b37f57a30845/icon/04196eca3373a27084deb757ffc06985.jpeg?height=84&quality=90&width=84"
"1586365037-1886","https://apps.shopify.com/browse/all?app_integration_kit=off&app_integration_pos=off&page=73&pricing=all&requirements=off&sort_by=installed","Smarty Quantity Breaks","https://apps.shopify.com/smarty-discounts?surface_detail=all&surface_inter_position=73&surface_intra_position=6&surface_type=category","Smarty Quantity Breaks","https://apps.shopify.com/partners/mamuta-corp","Smarty Marketing LTD.","https://www.mamuta.com","https://docs.mamuta.com/","Marketing","4.6 of 5 stars","(15 reviews)","https://apps.shopifycdn.com/listing_images/09f86ab13cdf8b10b2479633c281ea5b/icon/53ad321cb490b44515736f608b2effb8.png?height=84&width=84"
"1586368720-3426","https://apps.shopify.com/browse/all?app_integration_kit=off&app_integration_pos=off&page=9&pricing=all&requirements=off&sort_by=installed","Size Matters","https://apps.shopify.com/sizeguide?surface_detail=all&surface_inter_position=9&surface_intra_position=2&surface_type=category","Size Matters","https://apps.shopify.com/partners/shopifybuilder","Eastside Co","https://eastsideco.com/privacy-policy","https://eastsideco.com","Store design","4.5 of 5 stars","(475 reviews)","https://apps.shopifycdn.com/listing_images/99f957ae84a33febc2551c402c238368/icon/13adf5da4068df386d91f7765ed6ab95.png?height=84&width=84"
"1586368263-3214","https://apps.shopify.com/browse/all?app_integration_kit=off&app_integration_pos=off&page=17&pricing=all&requirements=off&sort_by=installed","Uplinkly Language Translate","https://apps.shopify.com/language-translate-by-uplinkly?surface_detail=all&surface_inter_position=17&surface_intra_position=22&surface_type=category","Uplinkly Language Translate","https://apps.shopify.com/partners/uplinkly","Uplinkly","https://www.uplinkly.com/privacy-policy/","https://www.uplinkly.com","Store design","4.6 of 5 stars","(90 reviews)","https://apps.shopifycdn.com/listing_images/1e9d8bbc052d7fdf7347fbd1cacc3eee/icon/8d25e4d986f8ebabf374c7d988d0d98f.png?height=84&width=84"
"1586364260-1802","https://apps.shopify.com/browse/all?app_integration_kit=off&app_integration_pos=off&page=76&pricing=all&requirements=off&sort_by=installed","ActiveCampaign by OneSaas","https://apps.shopify.com/activecampaign-by-onesaas?surface_detail=all&surface_inter_position=76&surface_intra_position=18&surface_type=category","ActiveCampaign by OneSaas","https://apps.shopify.com/partners/onesaas","OneSaas","https://www.onesaas.com/privacy-policy/","https://support.onesaas.com/hc/en-us/search?utf8=%E2%9C%93&query=shopify","Finances","null","null","https://apps.shopifycdn.com/listing_images/b0269d4b6b2f585879e69efec3a017bd/icon/d21a1910d9e313ec8ce183bbe417602d.png?height=84&width=84"
"1586365598-1993","https://apps.shopify.com/browse/all?app_integration_kit=off&app_integration_pos=off&page=68&pricing=all&requirements=off&sort_by=installed","Shopkeeper Easy Gift Cards","https://apps.shopify.com/shopkeeper-easy-gift-cards?surface_detail=all&surface_inter_position=68&surface_intra_position=19&surface_type=category","Shopkeeper Easy Gift Cards","https://apps.shopify.com/partners/shopkeepertools","Shopkeeper Tools","https://www.shopkeepertools.com/","https://www.shopkeepertools.com/support/easy-gift-cards/","Sales and conversion optimization","5.0 of 5 stars","(2 reviews)","https://apps.shopifycdn.com/listing_images/7b749cdc11590e06d2f3010ebf8bb340/icon/e7644aba7b8630bf612a19734f2404e6.png?height=84&width=84"
"1586367710-2965","https://apps.shopify.com/browse/all?app_integration_kit=off&app_integration_pos=off&page=28&pricing=all&requirements=off&sort_by=installed","A2X for QuickBooks and Xero","https://apps.shopify.com/a2x?surface_detail=all&surface_inter_position=28&surface_intra_position=7&surface_type=category","A2X for QuickBooks and Xero","https://apps.shopify.com/partners/a2x-accounting","A2X","https://www.a2xaccounting.com/shopify","https://support.a2xaccounting.com/a2x-for-shopify","Finances","4.9 of 5 stars","(14 reviews)","https://apps.shopifycdn.com/listing_images/6572a569975f89dd622407fff4b64aba/icon/350b41dc6b2ae55a14154c3169e3384f.png?height=84&width=84"
"1586366647-2475","https://apps.shopify.com/browse/all?app_integration_kit=off&app_integration_pos=off&page=48&pricing=all&requirements=off&sort_by=installed","Product Addons","https://apps.shopify.com/spice-product-add-ons?surface_detail=all&surface_inter_position=48&surface_intra_position=17&surface_type=category","Product Addons","https://apps.shopify.com/partners/developer-9bead642a73db7a9","Spice Gems","https://spicegems.com/products-addons-privacy-policy/","https://spicegems.com","Sales and conversion optimization","5.0 of 5 stars","(61 reviews)","https://apps.shopifycdn.com/listing_images/039228778e2f4d03286e33820f6bd7c5/icon/dd8a3bdb7ea155e90f16fd21b5b3d355.png?height=84&width=84"
"1586365762-2069","https://apps.shopify.com/browse/all?app_integration_kit=off&app_integration_pos=off&page=65&pricing=all&requirements=off&sort_by=installed","Zinrelo Loyalty Rewards","https://apps.shopify.com/zinreloloyalty?surface_detail=all&surface_inter_position=65&surface_intra_position=15&surface_type=category","Zinrelo Loyalty Rewards","https://apps.shopify.com/partners/shopsociallytest","Zinrelo","https://zinrelo.com/","http://zinrelo.com/frequently-asked-questions","Marketing","4.8 of 5 stars","(59 reviews)","https://apps.shopifycdn.com/listing_images/65a427dab195343fbba1ebd2f45e071a/icon/21b30e141f8592cc2033d7689334e414.png?height=84&width=84"
"1586367702-2961","https://apps.shopify.com/browse/all?app_integration_kit=off&app_integration_pos=off&page=28&pricing=all&requirements=off&sort_by=installed","SEO Get Clicked! SEO Tools","https://apps.shopify.com/seo-get-clicked?surface_detail=all&surface_inter_position=28&surface_intra_position=11&surface_type=category","SEO Get Clicked! SEO Tools","https://apps.shopify.com/partners/adolab","Adolab","https://adolab.com?utm_source=shopify&utm_content=website","https://adolab.com/help-center/get-clicked-seo-faq?utm_source=shopify&utm_content=faq","Store design","4.9 of 5 stars","(355 reviews)","https://apps.shopifycdn.com/listing_images/f44b95e059e6fe843bf1f1d73e9f3b91/icon/d6a95c3a06a18a0414992f2c795dbfae.png?height=84&width=84"
"1586361717-1359","https://apps.shopify.com/browse/all?app_integration_kit=off&app_integration_pos=off&page=95&pricing=all&requirements=off&sort_by=installed","EASY product feed","https://apps.shopify.com/easy-product-feed?surface_detail=all&surface_inter_position=95&surface_intra_position=5&surface_type=category","EASY product feed","https://apps.shopify.com/partners/stronkman-holding-bv","SalesForReal","https://www.salesforreal.com/privacy-policy/","https://www.salesforreal.com","Marketing","5.0 of 5 stars","(3 reviews)","https://apps.shopifycdn.com/listing_images/4a7205fead54bc4b657e0abad2a27ede/icon/7c10fb9a501007ad7e61a07a4bdc9972.jpg?height=84&quality=90&width=84"
"1586365991-2174","https://apps.shopify.com/browse/all?app_integration_kit=off&app_integration_pos=off&page=61&pricing=all&requirements=off&sort_by=installed","Texting and Live Chat Support","https://apps.shopify.com/mochi?surface_detail=all&surface_inter_position=61&surface_intra_position=6&surface_type=category","Texting and Live Chat Support","https://apps.shopify.com/partners/chromatic","Mochi","https://mochi.ai","https://mochi.ai/pricing/","Customer support","5.0 of 5 stars","(8 reviews)","https://apps.shopifycdn.com/listing_images/2e06b47175f4448f4ad514702af60d97/icon/aaa8f57f2a44020cfe2fa37cd9e3e27f.png?height=84&width=84"
"1586367225-2741","https://apps.shopify.com/browse/all?app_integration_kit=off&app_integration_pos=off&page=37&pricing=all&requirements=off&sort_by=installed","Simple Header Bar","https://apps.shopify.com/header-bar-1?surface_detail=all&surface_inter_position=37&surface_intra_position=15&surface_type=category","Simple Header Bar","https://apps.shopify.com/partners/royal-deer-design-llc","GeekSeller","null","null","Store design","4.0 of 5 stars","(1 review)","https://apps.shopifycdn.com/listing_images/0f99dbeb2af5d38350207ba61d731959/icon/d9eb6d2deeffd237eabc652a396760ed.png?height=84&width=84"
"1586361585-1297","https://apps.shopify.com/browse/all?app_integration_kit=off&app_integration_pos=off&page=97&pricing=all&requirements=off&sort_by=installed","soona: pro photo & video fast","https://apps.shopify.com/soona?surface_detail=all&surface_inter_position=97&surface_intra_position=19&surface_type=category","soona: pro photo & video fast","https://apps.shopify.com/partners/soona","soona","http://www.soona.co","https://soona.co/faqs","Store design","5.0 of 5 stars","(1 review)","https://apps.shopifycdn.com/listing_images/fa3a4ce13c5160e882deb5a190bd2999/icon/f753df9cf1a06a55e40a7209bcde62b4.png?height=84&width=84"
"1586362079-1527","https://apps.shopify.com/browse/all?app_integration_kit=off&app_integration_pos=off&page=88&pricing=all&requirements=off&sort_by=installed","Widgetic (News Headlines)","https://apps.shopify.com/news-sliders-by-widgetic?surface_detail=all&surface_inter_position=88&surface_intra_position=5&surface_type=category","Widgetic (News Headlines)","https://apps.shopify.com/partners/widgetic","Widgetic","https://widgetic.com/","https://help.widgetic.com/integrations/Shopify/how-to-embed","Store design","5.0 of 5 stars","(1 review)","https://apps.shopifycdn.com/listing_images/497fae25dbe5ac47681ab539eb9d0a4f/icon/f747b8b0665d50069df9fcf778b25df1.png?height=84&width=84"
"1586367722-2971","https://apps.shopify.com/browse/all?app_integration_kit=off&app_integration_pos=off&page=28&pricing=all&requirements=off&sort_by=installed","Affiliate External Outlinks","https://apps.shopify.com/external-affiliate-product-links?surface_detail=all&surface_inter_position=28&surface_intra_position=1&surface_type=category","Affiliate External Outlinks","https://apps.shopify.com/partners/the-watchlyst-price-drop-alerts","Thalia","https://outlink.thalia-apps.com/","https://outlinkapp.freshdesk.com/support/solutions/29000015736","Store design","4.9 of 5 stars","(39 reviews)","https://apps.shopifycdn.com/listing_images/db66697460ac10925c5c43bb6e044fe5/icon/51db8c0c0f3c3a47cd79f401de64b890.png?height=84&width=84"
"1586361848-1419","https://apps.shopify.com/browse/all?app_integration_kit=off&app_integration_pos=off&page=92&pricing=all&requirements=off&sort_by=installed","Mobile Smart App Banner","https://apps.shopify.com/smart-app-banner?surface_detail=all&surface_inter_position=92&surface_intra_position=17&surface_type=category","Mobile Smart App Banner","https://apps.shopify.com/partners/architechpro","Architechpro OÜ","https://architechpro.com/privacy/","https://architechpro.com/","Store design","5.0 of 5 stars","(3 reviews)","https://apps.shopifycdn.com/listing_images/72a7773bf5ea920e568c30ae22ca4470/icon/13d256585a15f3f8122769afc69ced7a.png?height=84&width=84"
"1586367601-2915","https://apps.shopify.com/browse/all?app_integration_kit=off&app_integration_pos=off&page=30&pricing=all&requirements=off&sort_by=installed","Feedo","https://apps.shopify.com/feedo?surface_detail=all&surface_inter_position=30&surface_intra_position=9&surface_type=category","Feedo","https://apps.shopify.com/partners/igital-marketing-company-online-marketin","Regalix Inc","http://feedo.regalix.com","https://feedo.sharedemos.com/#!/faq-s","Marketing","4.2 of 5 stars","(36 reviews)","https://apps.shopifycdn.com/listing_images/c56a82b157d6cc4f8cd536666191db92/icon/7be58de956028687bfe84f336f5cd202.png?height=84&width=84"
"1586366628-2467","https://apps.shopify.com/browse/all?app_integration_kit=off&app_integration_pos=off&page=49&pricing=all&requirements=off&sort_by=installed","Bulk Price Editor & Discounts","https://apps.shopify.com/easy-sale-price?surface_detail=all&surface_inter_position=49&surface_intra_position=1&surface_type=category","Bulk Price Editor & Discounts","https://apps.shopify.com/partners/aperitive","Aperitive","null","https://aperitive.io/pages/privacy","Marketing","4.4 of 5 stars","(18 reviews)","https://apps.shopifycdn.com/listing_images/d42ec534ff20a5fea9f1bea23013bc66/icon/555d5176ed67ab6bc9904679c38afc56.png?height=84&width=84"
